Year ,Date,Time,Recorder,Measurer,Bander ,Other Field Crew ,Box_ID,Adult_in_Box,Nest_Status,Gull_Nest_Within_1m,Number_Eggs,Number_Live_Chicks,Number_Dead_Chicks,Egg_Shells,Egg1_New_Prev,Egg1_Weight,Egg1_Width,Egg1_Length,Egg2_New_Prev,Egg2_Weight,Egg2_Width,Egg2_Length,Chick1_Left_Wing_Chord,Chick1_Left_Tarsus,Chick1_Bill_Length,Chick1_Bill_Depth,Chick1_Weight,Chick2_Left_Wing_Chord,Chick2_Left_Tarsus,Chick2_Bill_Length,Chick2_Bill_Depth,Chick2_Weight,Notes,Nest_Box_Photo
2024,6/26/2024,9:10,Amelia DuVall,Alex Coenen,,Sarah Converse,MAR_04,No,Live chicks in box ,Yes (nest with eggs),0,2,0,0,,,,,,,,,36,27.1,15.9,8.1,116,33,24,16,8.4,64,,"AJD has photos (chick 1-ID:3936, chick 2-ID:3937)"
2024,7/2/2024,15:56,Alex Coenen,,,,MAR_04,No,Live chick and dead chick in box ,Yes (nest with eggs),0,1,1,0,,,,,,,,,,,,,,,,,,,,
2024,7/9/2024,11:05,Sarah Converse ,,,,MAR_04,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/16/2024,11:14,Alex Coenen,,,,MAR_04,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/23/2024,11:50,Nate Redon,,,,MAR_04,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/31/2024,11:42,Alex Coenen,,,Eric Wagner,MAR_04,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/6/2024,11:35,Alex Coenen,,,Timothy Chen,MAR_04,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/15/2024,11:20,Alex Coenen,,,Eve Hallock,MAR_04,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/20/2024,13:00,Eric Wagner,,,Alex Coenen,MAR_04,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/27/2024,10:17,Alex Coenen,,,Matt Farr,MAR_04,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/3/2024,11:00,Sarah Converse,,,Alex Coenen,MAR_04,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/10/2024,NA,Alex Coenen,,,Sarah Converse,MAR_04,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/17/2024,NA,Alex Coenen,,,Matt Farr,MAR_04,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/24/2024,NA,Alex Coenen,,,Matt Farr,MAR_04,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,5/30/2024,10:24,Jessie Beck,Eric Wagner,,,MAR_05,No,Live Eggs in Box ,No,2,0,0,0,New ,55,40.5,61.7,New,54,41.1,61,,,,,,,,,,,Eggs cool ,
2024,6/6/2024,13:49,"Amelia DuVall, Sarah Converse, Matt Farr",,,,MAR_05,Yes,Live Eggs in Box ,Yes,2,0,0,0,Prev,54,40.5,61.7,Prev,57,40.9,60.9,,,,,,,,,,,Eggs Lukewarm,
2024,6/13/2024,11:25,Alex Coenen,Eric Wagner,,,MAR_05,No,Live Eggs in Box ,Yes (nest with eggs),2,0,0,0,Prev,54,NA,NA,Prev,54,NA,NA,,,,,,,,,,,,
2024,6/18/2024,11:38,Sarah Converse ,Eric Wagner,,,MAR_05,Yes,Live Eggs in Box ,Yes,2,0,0,0,Prev,51,NA,NA,Prev,52,NA,NA,,,,,,,,,,,,
2024,6/26/2024,9:15,Amelia DuVall,Alex Coenen,,Sarah Converse,MAR_05,No,Live chicks in box ,Yes (nest with eggs),0,2,0,0,,,,,,,,,28,22.1,13.5,8,85,28,24.3,15.2,8.2,89,,
2024,7/2/2024,15:57,Alex Coenen,,,,MAR_05,No,Live chicks in box ,Yes (nest with eggs),0,2,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/9/2024,11:14,Sarah Converse,Alex Coenen,Eric Wagner,,MAR_05,No,"Live chick, dead chick in box ",Yes (empty),0,1,1,0,,,,,,,,,69,31.6,18.5,10,188,,,,,,dead chick collected,
2024,7/16/2024,11:14,Alex Coenen,,,,MAR_05,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/23/2024,11:51,Nate Redon,,,,MAR_05,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/31/2024,11:43,Alex Coenen,,,Eric Wagner,MAR_05,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/6/2024,11:36,Alex Coenen,,,Timothy Chen,MAR_05,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/15/2024,11:21,Alex Coenen,,,Eve Hallock,MAR_05,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/20/2024,13:00,Eric Wagner,,,Alex Coenen,MAR_05,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/27/2024,10:17,Alex Coenen,,,Matt Farr,MAR_05,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/3/2024,11:00,Sarah Converse,,,Alex Coenen,MAR_05,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/10/2024,NA,Alex Coenen,,,Sarah Converse,MAR_05,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/17/2024,NA,Alex Coenen,,,Matt Farr,MAR_05,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/24/2024,NA,Alex Coenen,,,Matt Farr,MAR_05,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,5/30/2024,10:32,Jessie Beck,Eric Wagner,,,MAR_06,No,Live Eggs in Box ,No,2,0,0,0,New ,55,40.6,60.2,New,54,40,59.9,,,,,,,,,,,Eggs cool ,
2024,6/6/2024,13:54,"Amelia DuVall, Sarah Converse, Matt Farr",,,,MAR_06,No,Live Eggs in Box ,Yes (nest structure only),2,0,0,0,Prev,55,40.3,60.2,Prev,52,39.6,60,,,,,,,,,,,Eggs Warm,
2024,6/13/2024,11:26,Alex Coenen,Eric Wagner,,,MAR_06,No,Live Eggs in Box ,No,2,0,0,0,Prev,52,NA,NA,Prev,52,NA,NA,,,,,,,,,,,,
2024,6/18/2024,12:00,Sarah Converse ,Eric Wagner,,,MAR_06,No,Live Eggs in Box ,No,2,0,0,0,Prev,50,NA,NA,Prev,51,NA,NA,,,,,,,,,,,,
2024,6/26/2024,9:25,Amelia DuVall,Alex Coenen,,Sarah Converse,MAR_06,No,Live chicks in box ,No,0,2,0,0,,,,,,,,,25,21.4,11.7,7.2,56,27,25.5,13.2,7.9,87,,
2024,7/2/2024,15:57,Alex Coenen,,,,MAR_06,No,Live chicks in box ,Yes (nest with eggs),0,2,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/9/2024,11:33,Sarah Converse,Alex Coenen,,Eric Wagner,MAR_06,No,Live chicks in box ,No,0,1,0,0,,,,,,,,,73,31.8,18.3,9.1,16.7,,,,,,,
2024,7/16/2024,11:15,Alex Coenen,Alex Coenen,,Sarah Converse ,MAR_06,No,Live chicks in box ,No,0,1,0,0,,,,,,,,,93,36.6,22.5,9.9,145,,,,,,,
2024,7/23/2024,11:51,Nate Redon,,,,MAR_06,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/31/2024,11:43,Alex Coenen,,,Eric Wagner,MAR_06,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/6/2024,11:36,Alex Coenen,,,Timothy Chen,MAR_06,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/15/2024,11:22,Alex Coenen,,,Eve Hallock,MAR_06,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/20/2024,13:00,Eric Wagner,,,Alex Coenen,MAR_06,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/27/2024,10:18,Alex Coenen,,,Matt Farr,MAR_06,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/3/2024,11:00,Sarah Converse,,,Alex Coenen,MAR_06,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/10/2024,NA,Alex Coenen,,,Sarah Converse,MAR_06,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/17/2024,NA,Alex Coenen,,,Matt Farr,MAR_06,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/24/2024,NA,Alex Coenen,,,Matt Farr,MAR_06,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,5/30/2024,10:37,Jessie Beck,Eric Wagner,,,MAR_07,No,Live Eggs in Box ,No,1,0,0,0,New ,55,41.1,58.8,,,,,,,,,,,,,,,,
2024,6/6/2024,14:00,"Amelia DuVall, Sarah Converse, Matt Farr",,,,MAR_07,No,Live Eggs in Box ,Yes (nest with eggs),1,0,0,0,Prev,54,41,58.7,,,,,,,,,,,,,,,Egg Cool,
2024,6/13/2024,11:31,Alex Coenen,Eric Wagner,,,MAR_07,No,Live Eggs in Box ,Yes (nest with eggs),1,0,0,0,Prev,53,NA,NA,,,,,,,,,,,,,,,,
2024,6/18/2024,12:04,Sarah Converse ,Eric Wagner,,,MAR_07,No,Live Eggs in Box ,Yes,1,0,0,0,Prev,53,NA,NA,,,,,,,,,,,,,,,,
2024,6/26/2024,9:30,Amelia DuVall,Alex Coenen,,Sarah Converse,MAR_07,No,Live chicks in box ,Yes (nest with eggs),0,1,0,0,,,,,,,,,26,23.7,12.5,7.8,60,,,,,,,
2024,7/2/2024,15:58,Alex Coenen,,,,MAR_07,No,Live chicks in box ,Yes (nest with eggs),0,1,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/9/2024,11:37,Sarah Converse,Alex Coenen,Eric Wagner,Eric Wagner,MAR_07,No,Live chicks in box ,Yes (nest with eggs),0,1,0,0,,,,,,,,,73,30.5,18.2,7.7,206,,,,,,,
2024,7/16/2024,11:23,Alex Coenen,Alex Coenen,,Sarah Converse ,MAR_07,No,Live chicks in box ,Yes,0,1,0,0,,,,,,,,,98,34.5,24.2,9.4,293,,,,,,,
2024,7/23/2024,11:52,Nate Redon,,,,MAR_07,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/31/2024,11:43,Alex Coenen,,,Eric Wagner,MAR_07,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/6/2024,11:36,Alex Coenen,,,Timothy Chen,MAR_07,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/15/2024,11:22,Alex Coenen,,,Eve Hallock,MAR_07,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/20/2024,13:00,Eric Wagner,,,Alex Coenen,MAR_07,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/27/2024,10:18,Alex Coenen,,,Matt Farr,MAR_07,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/3/2024,11:00,Sarah Converse,,,Alex Coenen,MAR_07,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/10/2024,NA,Alex Coenen,,,Sarah Converse,MAR_07,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/17/2024,NA,Alex Coenen,,,Matt Farr,MAR_07,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/24/2024,NA,Alex Coenen,,,Matt Farr,MAR_07,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,5/30/2024,10:41,Jessie Beck,Eric Wagner,,,MAR_08,No,Live Eggs in Box ,No,2,0,0,0,New ,52,40.1,59.6,New ,51,40.3,57.5,,,,,,,,,,,,
2024,6/6/2024,14:04,"Amelia DuVall, Sarah Converse, Matt Farr",,,,MAR_08,No,Live Eggs in Box ,No,2,0,0,0,Prev,52,39.9,59.5,Prev,49,40.2,57.5,,,,,,,,,,,Eggs Lukewarm,
2024,6/13/2024,11:32,Alex Coenen,Eric Wagner,,,MAR_08,No,Live Eggs in Box ,No,2,0,0,0,Prev,50,NA,NA,Prev,48,NA,NA,,,,,,,,,,,,
2024,6/18/2024,12:06,Sarah Converse ,Eric Wagner,,,MAR_08,No,Live Eggs in Box ,No,2,0,0,0,Prev,51,NA,NA,Prev,51,NA,NA,,,,,,,,,,,Eggs are cool,
2024,6/26/2024,9:35,Amelia DuVall,Alex Coenen,,Sarah Converse,MAR_08,No,Live chicks in box ,No,0,2,0,0,,,,,,,,,26,21,13.7,7.9,61,25,20.1,10.8,6.6,47,,
2024,7/2/2024,15:58,Alex Coenen,,,,MAR_08,No,Live chicks in box ,No,0,2,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/9/2024,11:51,Sarah Converse,Alex Coenen,Eric Wagner,Eric Wagner,MAR_08,No,Live chicks in box ,Yes (2 chicks and 1 egg),0,2,0,0,,,,,,,,,68,32.2,21.2,10.2,201,73,33.7,20.2,8.4,229,,
2024,7/16/2024,11:30,Alex Coenen,Alex Coenen,,Sarah Converse ,MAR_08,No,Live chicks in box ,Yes (with chicks),0,2,0,0,,,,,,,,,94,33.1,25,9,253,103,36.1,25.4,10,281,,
2024,7/23/2024,11:55,Nate Redon,Eve Hallock,,Alex Coenen,MAR_08,No,Live chicks in box ,No,0,2,0,0,,,,,,,,,126,37,26.1,10,297,114,34.3,25.3,9.1,176,,
2024,7/31/2024,11:43,Alex Coenen,,,Eric Wagner,MAR_08,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/6/2024,11:36,Alex Coenen,,,Timothy Chen,MAR_08,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/15/2024,11:22,Alex Coenen,,,Eve Hallock,MAR_08,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/20/2024,13:00,Eric Wagner,,,Alex Coenen,MAR_08,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/27/2024,10:18,Alex Coenen,,,Matt Farr,MAR_08,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/3/2024,11:00,Sarah Converse,,,Alex Coenen,MAR_08,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/10/2024,NA,Alex Coenen,,,Sarah Converse,MAR_08,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/17/2024,NA,Alex Coenen,,,Matt Farr,MAR_08,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/24/2024,NA,Alex Coenen,,,Matt Farr,MAR_08,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,5/30/2024,10:49,Jessie Beck,Eric Wagner,,,MAR_09,No,Live Eggs in Box ,No,2,0,0,0,New ,55,40.8,61.5,New ,55,41.3,60.9,,,,,,,,,,,,
2024,6/6/2024,14:09,"Amelia DuVall, Sarah Converse, Matt Farr",,,,MAR_09,Yes,Live Eggs in Box ,Yes (nest structure only),2,0,0,0,Prev,55,40.2,61.4,Prev,53,41,60.8,,,,,,,,,,,Eggs Warm,
2024,6/13/2024,11:34,Alex Coenen,Eric Wagner,,,MAR_09,No,Live Eggs in Box ,Yes (nest with eggs),2,0,0,0,Prev,52,NA,NA,Prev,53,NA,NA,,,,,,,,,,,,
2024,6/18/2024,12:08,Sarah Converse ,Eric Wagner,,,MAR_09,No,Live Eggs in Box ,Yes,2,0,0,0,Prev,50,NA,NA,Prev,50,NA,NA,,,,,,,,,,,Eggs are cool,
2024,6/26/2024,9:40,Amelia DuVall,Sarah Converse,,Alex Coenen,MAR_09,No,Live chicks in box ,Yes (nest with eggs),0,2,0,0,,,,,,,,,32,24.7,17.3,9.5,96,28,24.7,14.5,8.1,70,,
2024,7/2/2024,15:58,Alex Coenen,,,,MAR_09,No,Live chicks in box ,Yes (nest with eggs),0,2,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/9/2024,12:11,Alex Coenen,Sarah Converse,Sarah Converse,Eric Wagner,MAR_09,No,Live chicks in box ,Yes (nest with hatching eggs),0,2,0,0,,,,,,,,,83,36.1,24.1,10.4,240,78,34.5,25,10.4,238,,
2024,7/16/2024,11:37,Alex Coenen,Alex Coenen,,Sarah Converse ,MAR_09,No,Live chicks in box ,Yes,0,1,0,0,,,,,,,,,108,36.7,24.6,10.2,221,,,,,,,
2024,7/23/2024,12:00,Nate Redon,,,,MAR_09,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/31/2024,11:44,Alex Coenen,,,Eric Wagner,MAR_09,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/6/2024,11:36,Alex Coenen,,,Timothy Chen,MAR_09,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/15/2024,11:23,Alex Coenen,,,Eve Hallock,MAR_09,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/20/2024,13:00,Eric Wagner,,,Alex Coenen,MAR_09,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/27/2024,10:18,Alex Coenen,,,Matt Farr,MAR_09,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/3/2024,11:00,Sarah Converse,,,Alex Coenen,MAR_09,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/10/2024,NA,Alex Coenen,,,Sarah Converse,MAR_09,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/17/2024,NA,Alex Coenen,,,Matt Farr,MAR_09,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/24/2024,NA,Alex Coenen,,,Matt Farr,MAR_09,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,5/30/2024,10:56,Jessie Beck,Eric Wagner,,,MAR_10,No,Live Eggs in Box ,No,2,0,0,0,New ,59,40.6,65.8,New ,60,42,62,,,,,,,,,,,,
2024,6/6/2024,14:22,"Amelia DuVall, Sarah Converse, Matt Farr",,,,MAR_10,Yes,Live Eggs in Box ,No,2,0,0,0,Prev,60,40,65.8,Prev,60,42,61.8,,,,,,,,,,,Eggs Warm,
2024,6/13/2024,11:36,Alex Coenen,Eric Wagner,,,MAR_10,No,Live Eggs in Box ,No,2,0,0,0,Prev,53,NA,NA,Prev,53,NA,NA,,,,,,,,,,,,
2024,6/18/2024,12:10,Sarah Converse ,Eric Wagner,,,MAR_10,Yes,Live Eggs in Box ,No,2,0,0,0,Prev,57,NA,NA,Prev,57,NA,NA,,,,,,,,,,,,
2024,6/26/2024,9:45,Amelia DuVall,Sarah Converse,,Alex Coenen,MAR_10,Yes,Live Eggs in Box ,No,2,0,0,0,Prev,57,NA,NA,Prev,57,NA,NA,,,,,,,,,,,,AJD has photo IMG_3946
2024,7/2/2024,15:59,Alex Coenen,,,,MAR_10,No,Live egg and chick in box,No,1,1,0,0,Prev,,,,,,,,,,,,,,,,,,,
2024,7/9/2024,12:33,Sarah Converse,Alex Coenen,,Eric Wagner,MAR_10,No,Live chick dead egg in box ,No,1,1,0,0,Prev,56,,,,,,,48,27,16.2,8.5,161,,,,,,"Egg is cold, collected. Min 39 days. In bad w/ red closure",
2024,7/16/2024,11:42,Alex Coenen,Alex Coenen,Alex Coenen,Sarah Converse ,MAR_10,No,Live chicks in box ,No,0,1,0,0,,,,,,,,,78,32.9,23.1,9.3,242,,,,,,,
2024,7/23/2024,12:01,Nate Redon,Eve Hallock,,Alex Coenen,MAR_10,No,Live chicks in box ,No,0,1,0,0,,,,,,,,,103,30.6,25.8,10.1,308,,,,,,,
2024,7/31/2024,11:44,Alex Coenen,,,Eric Wagner,MAR_10,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/6/2024,11:36,Alex Coenen,,,Timothy Chen,MAR_10,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/15/2024,11:25,Eve Hallock,Alex Coenen,,,MAR_10,No,Live chicks in box ,No,0,1,0,0,,,,,,,,,149,33.1,26.4,16.1,355,,,,,,,
2024,8/20/2024,13:00,Eric Wagner,,,Alex Coenen,MAR_10,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/27/2024,10:18,Alex Coenen,,,Matt Farr,MAR_10,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/3/2024,11:00,Sarah Converse,,,Alex Coenen,MAR_10,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/10/2024,NA,Alex Coenen,,,Sarah Converse,MAR_10,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/17/2024,NA,Alex Coenen,,,Matt Farr,MAR_10,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/24/2024,NA,Alex Coenen,,,Matt Farr,MAR_10,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,5/30/2024,NA,Jessie Beck,,,,MAR_11,No,Empty - No nest is known to have been initiated,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,6/6/2024,14:43,"Amelia DuVall, Sarah Converse, Matt Farr",,,,MAR_11,No,Live Eggs in Box ,No,2,0,0,0,New,53,40.4,58.8,New,54,39.6,60.8,,,,,,,,,,,,
2024,6/13/2024,11:38,Alex Coenen,Eric Wagner,,,MAR_11,No,Live Eggs in Box ,No,2,0,0,0,Prev,54,NA,NA,Prev,54,NA,NA,,,,,,,,,,,,
2024,6/18/2024,12:31,Sarah Converse ,Eric Wagner,,,MAR_11,No,Live Eggs in Box ,No,2,0,0,0,Prev,52,NA,NA,Prev,55,NA,NA,,,,,,,,,,,Eggs are cool ,
2024,6/26/2024,10:02,Amelia DuVall,Sarah Converse,,Alex Coenen,MAR_11,No,Live Eggs in Box ,No,2,0,0,0,Prev,49,NA,NA,Prev,53,NA,NA,,,,,,,,,,,,eggs slightly cold
2024,7/2/2024,16:00,Alex Coenen,Eric Wagner,,Sarah Converse ,MAR_11,Yes,Live egg and chick in box,No,1,1,0,0,Prev,,,,,,,,,,,,,,,,,,chick was very newly hatched (wet),
2024,7/9/2024,12:39,Alex Coenen,Sarah Converse,,Eric Wagner,MAR_11,No,Live chicks in box ,No,0,2,0,0,,,,,,,,,31,25.4,16,9.2,80,30,24.3,15.4,7.8,74,,
2024,7/16/2024,11:59,Alex Coenen,Alex Coenen,,Sarah Converse ,MAR_11,No,Live chicks in box ,No,0,2,0,0,,,,,,,,,58,30.2,18,8.3,153,46,25,18.6,8.9,136,,
2024,7/23/2024,12:09,Nate Redon,,,,MAR_11,No,Live chicks in box ,No,0,2,0,0,,,,,,,,,77,33.1,20,10,230,78,32.4,20.2,13.9,275,,
2024,7/31/2024,11:47,Eric Wagner,Alex Coenen,,,MAR_11,No,Live chicks in box ,No,0,2,0,0,,,,,,,,,111,34.2,24.8,10.1,236,106,33.4,22.2,10,211,,
2024,8/6/2024,11:36,Timothy Chen,Alex Coenen,,Timothy Chen,MAR_11,No,Live chicks in box ,No,0,1,0,0,,,,,,,,,128,35.6,26.2,10.1,262,,,,,,"just one chick, other likely fledged. no carcass nearby",
2024,8/15/2024,11:34,Alex Coenen,,,Eve Hallock,MAR_11,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/20/2024,13:00,Alex Coenen,Alex Coenen,,Eric Wagner,MAR_11,No,Live chicks in box,No,0,1,0,0,,,,,,,,,159,35.1,29.1,10.8,351,,,,,,not sure why this chick is not flegding,
2024,8/27/2024,10:19,Alex Coenen,,,Matt Farr,MAR_11,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/3/2024,11:00,Sarah Converse,,,Alex Coenen,MAR_11,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/10/2024,NA,Alex Coenen,,,Sarah Converse,MAR_11,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/17/2024,NA,Alex Coenen,,,Matt Farr,MAR_11,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/24/2024,NA,Alex Coenen,,,Matt Farr,MAR_11,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,5/30/2024,11:03,Jessie Beck,Eric Wagner,,,MAR_12,No,Live Eggs in Box ,No,1,0,0,0,New,46,38.2,56.5,,,,,,,,,,,,,,,,
2024,6/6/2024,14:48,"Amelia DuVall, Sarah Converse, Matt Farr",,,,MAR_12,No,Live Eggs in Box ,No,2,0,0,0,Prev,46,38.2,56.4,New,50,39,59.2,,,,,,,,,,,,
2024,6/13/2024,11:40,Alex Coenen,Eric Wagner,,,MAR_12,No,Live Eggs in Box ,No,2,0,0,0,Prev,50,NA,NA,Prev,54,NA,NA,,,,,,,,,,,,
2024,6/18/2024,12:34,Sarah Converse ,Eric Wagner,,,MAR_12,Yes,Live Eggs in Box ,No,2,0,0,0,Prev,40,NA,NA,Prev,45,NA,NA,,,,,,,,,,,,
2024,6/26/2024,10:04,Amelia DuVall,Sarah Converse,,Alex Coenen,MAR_12,No,Live Eggs in Box ,No,2,0,0,0,Prev,39,NA,NA,Prev,43,NA,NA,,,,,,,,,,,,egg is chirping!
2024,7/2/2024,16:12,Alex Coenen,,,,MAR_12,No,Live chicks in box ,No,0,2,0,0,,,,,,,,,,,,,,,,,,,,
2024,7/9/2024,12:46,Alex Coenen,Sarah Converse,,Eric Wagner,MAR_12,No,Live chicks in box ,No,0,2,0,0,,,,,,,,,50,30.1,18.7,9.2,166,49,31.5,20.2,10.6,191,,
2024,7/16/2024,12:09,Alex Coenen,Alex Coenen,Alex Coenen,Sarah Converse ,MAR_12,No,Live chick and dead chick in box ,No,0,1,1,0,,,,,,,,,76,34.4,21.4,9.6,233,,,,,,Collected dead chick,
2024,7/23/2024,12:30,Nate Redon,Eve Hallock,,Alex Coenen,MAR_12,No,Live chicks in box ,Yes (chick),0,1,0,0,,,,,,,,,107,32.7,25.4,10.7,284,,,,,,,
2024,7/31/2024,11:59,Alex Coenen,,,Eric Wagner,MAR_12,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/6/2024,11:47,Alex Coenen,,,Timothy Chen,MAR_12,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/15/2024,11:35,Alex Coenen,,,Eve Hallock,MAR_12,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/20/2024,12:59,Eric Wagner,,,Alex Coenen,MAR_12,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,8/27/2024,10:19,Alex Coenen,,,Matt Farr,MAR_12,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/3/2024,11:00,Sarah Converse,,,Alex Coenen,MAR_12,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/10/2024,NA,Alex Coenen,,,Sarah Converse,MAR_12,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2024,9/17/2024,NA,Alex Coenen,,,Matt Farr,MAR_12,No,Empty,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,
